___November_2012_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  50  17  -81.00  -57.00       -0.0192
  51  17  -79.00  -57.00       -0.0108
  52  17  -77.00  -57.00       -0.0303
  53  17  -75.00  -57.00       -0.0887
  54  17  -73.00  -57.00       -0.0887
  55  17  -71.00  -57.00       -0.2437
  56  17  -69.00  -57.00       -0.2437
  57  17  -67.00  -57.00       -0.1987
  58  17  -65.00  -57.00       -0.1837
  59  17  -63.00  -57.00       -0.2326
  60  17  -61.00  -57.00       -0.2815
  61  17  -59.00  -57.00       -0.3239
  62  17  -57.00  -57.00       -0.4512
  63  17  -55.00  -57.00       -0.4512
  64  17  -53.00  -57.00       -0.5158
  65  17  -51.00  -57.00       -0.5158
  66  17  -49.00  -57.00       -0.3754
  67  17  -47.00  -57.00       -0.2943
  68  17  -45.00  -57.00       -0.1820
  69  17  -43.00  -57.00       -0.0696
  70  17  -41.00  -57.00       -0.0831
  71  17  -39.00  -57.00       -0.1237
  72  17  -37.00  -57.00       -0.1237
  73  17  -35.00  -57.00     9999.0000
  74  17  -33.00  -57.00     9999.0000
  75  17  -31.00  -57.00     9999.0000
  76  17  -29.00  -57.00     9999.0000
  77  17  -27.00  -57.00     9999.0000
  78  17  -25.00  -57.00     9999.0000
  79  17  -23.00  -57.00     9999.0000
  80  17  -21.00  -57.00     9999.0000
  81  17  -19.00  -57.00     9999.0000
  82  17  -17.00  -57.00     9999.0000
  83  17  -15.00  -57.00     9999.0000
  84  17  -13.00  -57.00     9999.0000
  85  17  -11.00  -57.00     9999.0000
  86  17   -9.00  -57.00     9999.0000
  87  17   -7.00  -57.00     9999.0000
  88  17   -5.00  -57.00     9999.0000
  89  17   -3.00  -57.00     9999.0000
  90  17   -1.00  -57.00     9999.0000
  91  17    1.00  -57.00     9999.0000
  92  17    3.00  -57.00     9999.0000
  93  17    5.00  -57.00     9999.0000
  94  17    7.00  -57.00     9999.0000
  95  17    9.00  -57.00     9999.0000
  96  17   11.00  -57.00     9999.0000
  97  17   13.00  -57.00     9999.0000
  98  17   15.00  -57.00     9999.0000
  99  17   17.00  -57.00     9999.0000
 100  17   19.00  -57.00     9999.0000
 101  17   21.00  -57.00     9999.0000
 102  17   23.00  -57.00     9999.0000
 103  17   25.00  -57.00     9999.0000
 104  17   27.00  -57.00     9999.0000
 105  17   29.00  -57.00     9999.0000
 106  17   31.00  -57.00        0.3208
 107  17   33.00  -57.00        0.3208
 108  17   35.00  -57.00        0.3208
 109  17   37.00  -57.00        0.2982
 110  17   39.00  -57.00        0.2982
 111  17   41.00  -57.00        0.3074
 112  17   43.00  -57.00        0.3105
 113  17   45.00  -57.00        0.3099
 114  17   47.00  -57.00        0.3093
 115  17   49.00  -57.00        0.2599
 116  17   51.00  -57.00        0.1743
 117  17   53.00  -57.00        0.1743
 118  17   55.00  -57.00        0.1401
 119  17   57.00  -57.00        0.1401
 120  17   59.00  -57.00        0.1356
 121  17   61.00  -57.00        0.1341
 122  17   63.00  -57.00        0.1486
 123  17   65.00  -57.00        0.1631
 124  17   67.00  -57.00        0.1677
 125  17   69.00  -57.00        0.1816
 126  17   71.00  -57.00        0.1816
 127  17   73.00  -57.00        0.2808
 128  17   75.00  -57.00        0.2808
 129  17   77.00  -57.00        0.3922
 130  17   79.00  -57.00        0.4566
 131  17   81.00  -57.00        0.4258
 132  17   83.00  -57.00        0.3949
 133  17   85.00  -57.00        0.4001
 134  17   87.00  -57.00        0.4090
 135  17   89.00  -57.00        0.4090
 136  17   91.00  -57.00        0.5093
 137  17   93.00  -57.00        0.5093
 138  17   95.00  -57.00        0.5958
 139  17   97.00  -57.00        0.6246
 140  17   99.00  -57.00        0.6501
 141  17  101.00  -57.00        0.6756
 142  17  103.00  -57.00        0.6746
 143  17  105.00  -57.00        0.6715
 144  17  107.00  -57.00        0.6715
 145  17  109.00  -57.00        0.5843
 146  17  111.00  -57.00        0.5843
 147  17  113.00  -57.00        0.5196
 148  17  115.00  -57.00        0.4980
 149  17  117.00  -57.00        0.4696
 150  17  119.00  -57.00        0.4412
 151  17  121.00  -57.00        0.4105
 152  17  123.00  -57.00        0.3184
 153  17  125.00  -57.00        0.3184
 154  17  127.00  -57.00        0.2240
 155  17  129.00  -57.00        0.2240
 156  17  131.00  -57.00        0.2050
 157  17  133.00  -57.00        0.1986
 158  17  135.00  -57.00        0.1813
 159  17  137.00  -57.00        0.1640
 160  17  139.00  -57.00        0.1384
 161  17  141.00  -57.00        0.0614
 162  17  143.00  -57.00        0.0614
 163  17  145.00  -57.00       -0.0163
 164  17  147.00  -57.00       -0.0163
 165  17  149.00  -57.00       -0.0647
 166  17  151.00  -57.00       -0.0809
 167  17  153.00  -57.00       -0.0958
 168  17  155.00  -57.00       -0.1107
 169  17  157.00  -57.00       -0.1291
 170  17  159.00  -57.00       -0.1843
 171  17  161.00  -57.00       -0.1843
 172  17  163.00  -57.00       -0.2758
 173  17  165.00  -57.00       -0.2758
 174  17  167.00  -57.00       -0.2984
 175  17  169.00  -57.00       -0.3059
 176  17  171.00  -57.00       -0.2861
 177  17  173.00  -57.00       -0.2663
 178  17  175.00  -57.00       -0.2494
 179  17  177.00  -57.00       -0.1985
 180  17  179.00  -57.00       -0.1985
   1  18 -179.00  -55.00       -0.3089
   2  18 -177.00  -55.00       -0.3089
   3  18 -175.00  -55.00       -0.2943
   4  18 -173.00  -55.00       -0.2894
   5  18 -171.00  -55.00       -0.2399
   6  18 -169.00  -55.00       -0.1904
   7  18 -167.00  -55.00       -0.1579
   8  18 -165.00  -55.00       -0.0606
   9  18 -163.00  -55.00       -0.0606
  10  18 -161.00  -55.00        0.0692
  11  18 -159.00  -55.00        0.0692
  12  18 -157.00  -55.00        0.1438
  13  18 -155.00  -55.00        0.1686
  14  18 -153.00  -55.00        0.2265
  15  18 -151.00  -55.00        0.2844
  16  18 -149.00  -55.00        0.2969
  17  18 -147.00  -55.00        0.3346
  18  18 -145.00  -55.00        0.3346
  19  18 -143.00  -55.00        0.3506
  20  18 -141.00  -55.00        0.3506
  21  18 -139.00  -55.00        0.3789
  22  18 -137.00  -55.00        0.3884
  23  18 -135.00  -55.00        0.4013
  24  18 -133.00  -55.00        0.4142
  25  18 -131.00  -55.00        0.3976
  26  18 -129.00  -55.00        0.3477
  27  18 -127.00  -55.00        0.3477
  28  18 -125.00  -55.00        0.3768
  29  18 -123.00  -55.00        0.3768
  30  18 -121.00  -55.00        0.3455
  31  18 -119.00  -55.00        0.3351
  32  18 -117.00  -55.00        0.3345
  33  18 -115.00  -55.00        0.3340
  34  18 -113.00  -55.00        0.3462
  35  18 -111.00  -55.00        0.3827
  36  18 -109.00  -55.00        0.3827
  37  18 -107.00  -55.00        0.2935
  38  18 -105.00  -55.00        0.2935
  39  18 -103.00  -55.00        0.2276
  40  18 -101.00  -55.00        0.2056
  41  18  -99.00  -55.00        0.1345
  42  18  -97.00  -55.00        0.0634
  43  18  -95.00  -55.00        0.0493
  44  18  -93.00  -55.00        0.0071
  45  18  -91.00  -55.00        0.0071
  46  18  -89.00  -55.00       -0.0006
  47  18  -87.00  -55.00       -0.0006
  48  18  -85.00  -55.00        0.0242
  49  18  -83.00  -55.00        0.0325
  50  18  -81.00  -55.00        0.0365
  51  18  -79.00  -55.00        0.0405
  52  18  -77.00  -55.00        0.0127
  53  18  -75.00  -55.00       -0.0708
  54  18  -73.00  -55.00       -0.0708
  55  18  -71.00  -55.00        0.0220
  56  18  -69.00  -55.00        0.0220
  57  18  -67.00  -55.00        0.0420
  58  18  -65.00  -55.00        0.0487
  59  18  -63.00  -55.00        0.0206
  60  18  -61.00  -55.00       -0.0074
  61  18  -59.00  -55.00       -0.0565
  62  18  -57.00  -55.00       -0.2038
  63  18  -55.00  -55.00       -0.2038
  64  18  -53.00  -55.00       -0.3887
  65  18  -51.00  -55.00       -0.3887
  66  18  -49.00  -55.00       -0.2382
  67  18  -47.00  -55.00       -0.1880
  68  18  -45.00  -55.00       -0.0864
  69  18  -43.00  -55.00        0.0153
  70  18  -41.00  -55.00       -0.0007
  71  18  -39.00  -55.00       -0.0487
  72  18  -37.00  -55.00       -0.0487
  73  18  -35.00  -55.00       -0.0815
  74  18  -33.00  -55.00       -0.0815
  75  18  -31.00  -55.00       -0.0793
  76  18  -29.00  -55.00       -0.0786
  77  18  -27.00  -55.00       -0.0353
  78  18  -25.00  -55.00        0.0080
  79  18  -23.00  -55.00        0.0203
  80  18  -21.00  -55.00        0.0571
  81  18  -19.00  -55.00        0.0571
  82  18  -17.00  -55.00        0.0612
  83  18  -15.00  -55.00        0.0612
  84  18  -13.00  -55.00        0.0925
  85  18  -11.00  -55.00        0.1029
  86  18   -9.00  -55.00        0.1427
  87  18   -7.00  -55.00        0.1825
  88  18   -5.00  -55.00        0.1972
  89  18   -3.00  -55.00        0.2413
  90  18   -1.00  -55.00        0.2413
  91  18    1.00  -55.00        0.2902
  92  18    3.00  -55.00        0.2902
  93  18    5.00  -55.00        0.3324
  94  18    7.00  -55.00        0.3465
  95  18    9.00  -55.00        0.3465
  96  18   11.00  -55.00     9999.0000
  97  18   13.00  -55.00     9999.0000
  98  18   15.00  -55.00     9999.0000
  99  18   17.00  -55.00     9999.0000
 100  18   19.00  -55.00     9999.0000
 101  18   21.00  -55.00     9999.0000
 102  18   23.00  -55.00     9999.0000
 103  18   25.00  -55.00     9999.0000
 104  18   27.00  -55.00        0.4067
 105  18   29.00  -55.00        0.4067
 106  18   31.00  -55.00        0.3864
 107  18   33.00  -55.00        0.3530
 108  18   35.00  -55.00        0.3530
 109  18   37.00  -55.00        0.3109
 110  18   39.00  -55.00        0.3109
 111  18   41.00  -55.00        0.3100
 112  18   43.00  -55.00        0.3097
 113  18   45.00  -55.00        0.3039
 114  18   47.00  -55.00        0.2980
 115  18   49.00  -55.00        0.2848
 116  18   51.00  -55.00        0.2452
 117  18   53.00  -55.00        0.2452
 118  18   55.00  -55.00        0.1990
 119  18   57.00  -55.00        0.1990
 120  18   59.00  -55.00        0.1930
 121  18   61.00  -55.00        0.1909
 122  18   63.00  -55.00        0.1982
 123  18   65.00  -55.00        0.2054
 124  18   67.00  -55.00        0.2105
 125  18   69.00  -55.00        0.2256
 126  18   71.00  -55.00        0.2256
 127  18   73.00  -55.00        0.3546
 128  18   75.00  -55.00        0.3546
 129  18   77.00  -55.00        0.4666
 130  18   79.00  -55.00        0.5039
 131  18   81.00  -55.00        0.4600
 132  18   83.00  -55.00        0.4161
 133  18   85.00  -55.00        0.4241
 134  18   87.00  -55.00        0.4480
 135  18   89.00  -55.00        0.4480
 136  18   91.00  -55.00        0.5797
 137  18   93.00  -55.00        0.5797
 138  18   95.00  -55.00        0.6694
 139  18   97.00  -55.00        0.6993
 140  18   99.00  -55.00        0.7083
 141  18  101.00  -55.00        0.7173
 142  18  103.00  -55.00        0.7151
 143  18  105.00  -55.00        0.7083
 144  18  107.00  -55.00        0.7083
 145  18  109.00  -55.00        0.6414
 146  18  111.00  -55.00        0.6414
 147  18  113.00  -55.00        0.5750
 148  18  115.00  -55.00        0.5528
 149  18  117.00  -55.00        0.4992
 150  18  119.00  -55.00        0.4455
 151  18  121.00  -55.00        0.4123
 152  18  123.00  -55.00        0.3126
 153  18  125.00  -55.00        0.3126
 154  18  127.00  -55.00        0.2743
 155  18  129.00  -55.00        0.2743
 156  18  131.00  -55.00        0.2348
 157  18  133.00  -55.00        0.2216
 158  18  135.00  -55.00        0.2020
 159  18  137.00  -55.00        0.1824
 160  18  139.00  -55.00        0.1621
 161  18  141.00  -55.00        0.1013
 162  18  143.00  -55.00        0.1013
 163  18  145.00  -55.00        0.0080
 164  18  147.00  -55.00        0.0080
 165  18  149.00  -55.00       -0.0596
 166  18  151.00  -55.00       -0.0821
 167  18  153.00  -55.00       -0.0831
 168  18  155.00  -55.00       -0.0841
 169  18  157.00  -55.00        0.0233
 170  18  159.00  -55.00        0.3455
 171  18  161.00  -55.00        0.3455
 172  18  163.00  -55.00       -0.2607
 173  18  165.00  -55.00       -0.2607
 174  18  167.00  -55.00       -0.2876
 175  18  169.00  -55.00       -0.2966
 176  18  171.00  -55.00       -0.2769
 177  18  173.00  -55.00       -0.2572
 178  18  175.00  -55.00       -0.2523
 179  18  177.00  -55.00       -0.2378
 180  18  179.00  -55.00       -0.2378
   1  19 -179.00  -53.00       -0.3596
   2  19 -177.00  -53.00       -0.3596
   3  19 -175.00  -53.00       -0.3752
   4  19 -173.00  -53.00       -0.3804
   5  19 -171.00  -53.00       -0.3440
   6  19 -169.00  -53.00       -0.3075
   7  19 -167.00  -53.00       -0.2567
   8  19 -165.00  -53.00       -0.1042
   9  19 -163.00  -53.00       -0.1042
  10  19 -161.00  -53.00        0.0567
  11  19 -159.00  -53.00        0.0567
  12  19 -157.00  -53.00        0.1502
  13  19 -155.00  -53.00        0.1814
  14  19 -153.00  -53.00        0.2536
  15  19 -151.00  -53.00        0.3258
  16  19 -149.00  -53.00        0.3401
  17  19 -147.00  -53.00        0.3830
  18  19 -145.00  -53.00        0.3830
  19  19 -143.00  -53.00        0.4124
  20  19 -141.00  -53.00        0.4124
  21  19 -139.00  -53.00        0.4127
  22  19 -137.00  -53.00        0.4128
  23  19 -135.00  -53.00        0.4311
  24  19 -133.00  -53.00        0.4494
  25  19 -131.00  -53.00        0.4192
  26  19 -129.00  -53.00        0.3284
  27  19 -127.00  -53.00        0.3284
  28  19 -125.00  -53.00        0.2837
  29  19 -123.00  -53.00        0.2837
  30  19 -121.00  -53.00        0.2402
  31  19 -119.00  -53.00        0.2258
  32  19 -117.00  -53.00        0.2193
  33  19 -115.00  -53.00        0.2129
  34  19 -113.00  -53.00        0.2295
  35  19 -111.00  -53.00        0.2792
  36  19 -109.00  -53.00        0.2792
  37  19 -107.00  -53.00        0.1979
  38  19 -105.00  -53.00        0.1979
  39  19 -103.00  -53.00        0.1666
  40  19 -101.00  -53.00        0.1562
  41  19  -99.00  -53.00        0.0968
  42  19  -97.00  -53.00        0.0374
  43  19  -95.00  -53.00        0.0342
  44  19  -93.00  -53.00        0.0246
  45  19  -91.00  -53.00        0.0246
  46  19  -89.00  -53.00        0.0637
  47  19  -87.00  -53.00        0.0637
  48  19  -85.00  -53.00        0.1277
  49  19  -83.00  -53.00        0.1490
  50  19  -81.00  -53.00        0.1315
  51  19  -79.00  -53.00        0.1139
  52  19  -77.00  -53.00        0.0898
  53  19  -75.00  -53.00       -0.0786
  54  19  -73.00  -53.00       -0.0786
  55  19  -71.00  -53.00        0.4173
  56  19  -69.00  -53.00        0.4173
  57  19  -67.00  -53.00        0.3065
  58  19  -65.00  -53.00        0.2696
  59  19  -63.00  -53.00        0.2392
  60  19  -61.00  -53.00        0.2088
  61  19  -59.00  -53.00        0.1732
  62  19  -57.00  -53.00        0.0665
  63  19  -55.00  -53.00        0.0665
  64  19  -53.00  -53.00       -0.0901
  65  19  -51.00  -53.00       -0.0901
  66  19  -49.00  -53.00        0.0236
  67  19  -47.00  -53.00        0.0615
  68  19  -45.00  -53.00        0.1224
  69  19  -43.00  -53.00        0.1834
  70  19  -41.00  -53.00        0.1648
  71  19  -39.00  -53.00        0.1088
  72  19  -37.00  -53.00        0.1088
  73  19  -35.00  -53.00       -0.0027
  74  19  -33.00  -53.00       -0.0027
  75  19  -31.00  -53.00       -0.0484
  76  19  -29.00  -53.00       -0.0637
  77  19  -27.00  -53.00       -0.0537
  78  19  -25.00  -53.00       -0.0436
  79  19  -23.00  -53.00       -0.0278
  80  19  -21.00  -53.00        0.0197
  81  19  -19.00  -53.00        0.0197
  82  19  -17.00  -53.00        0.0448
  83  19  -15.00  -53.00        0.0448
  84  19  -13.00  -53.00        0.0751
  85  19  -11.00  -53.00        0.0851
  86  19   -9.00  -53.00        0.1221
  87  19   -7.00  -53.00        0.1591
  88  19   -5.00  -53.00        0.1647
  89  19   -3.00  -53.00        0.1815
  90  19   -1.00  -53.00        0.1815
  91  19    1.00  -53.00        0.2168
  92  19    3.00  -53.00        0.2168
  93  19    5.00  -53.00        0.2713
  94  19    7.00  -53.00        0.2895
  95  19    9.00  -53.00        0.3073
  96  19   11.00  -53.00        0.3385
  97  19   13.00  -53.00        0.3390
  98  19   15.00  -53.00        0.3404
  99  19   17.00  -53.00        0.3404
 100  19   19.00  -53.00        0.3178
 101  19   21.00  -53.00        0.3178
 102  19   23.00  -53.00        0.3082
 103  19   25.00  -53.00        0.3050
 104  19   27.00  -53.00        0.3280
 105  19   29.00  -53.00        0.3411
 106  19   31.00  -53.00        0.3268
 107  19   33.00  -53.00        0.2838
 108  19   35.00  -53.00        0.2838
 109  19   37.00  -53.00        0.1754
 110  19   39.00  -53.00        0.1754
 111  19   41.00  -53.00        0.1578
 112  19   43.00  -53.00        0.1519
 113  19   45.00  -53.00        0.1692
 114  19   47.00  -53.00        0.1865
 115  19   49.00  -53.00        0.1900
 116  19   51.00  -53.00        0.2003
 117  19   53.00  -53.00        0.2003
 118  19   55.00  -53.00        0.1905
 119  19   57.00  -53.00        0.1905
 120  19   59.00  -53.00        0.2002
 121  19   61.00  -53.00        0.2034
 122  19   63.00  -53.00        0.2126
 123  19   65.00  -53.00        0.2217
 124  19   67.00  -53.00        0.2321
 125  19   69.00  -53.00        0.2630
 126  19   71.00  -53.00        0.2630
 127  19   73.00  -53.00        0.3818
 128  19   75.00  -53.00        0.3818
 129  19   77.00  -53.00        0.4990
 130  19   79.00  -53.00        0.5381
 131  19   81.00  -53.00        0.4920
 132  19   83.00  -53.00        0.4459
 133  19   85.00  -53.00        0.4574
 134  19   87.00  -53.00        0.4920
 135  19   89.00  -53.00        0.4920
 136  19   91.00  -53.00        0.6227
 137  19   93.00  -53.00        0.6227
 138  19   95.00  -53.00        0.6978
 139  19   97.00  -53.00        0.7228
 140  19   99.00  -53.00        0.7169
 141  19  101.00  -53.00        0.7111
 142  19  103.00  -53.00        0.7141
 143  19  105.00  -53.00        0.7230
 144  19  107.00  -53.00        0.7230
 145  19  109.00  -53.00        0.6644
 146  19  111.00  -53.00        0.6644
 147  19  113.00  -53.00        0.6042
 148  19  115.00  -53.00        0.5842
 149  19  117.00  -53.00        0.4992
 150  19  119.00  -53.00        0.4143
 151  19  121.00  -53.00        0.3844
 152  19  123.00  -53.00        0.2947
 153  19  125.00  -53.00        0.2947
 154  19  127.00  -53.00        0.3347
 155  19  129.00  -53.00        0.3347
 156  19  131.00  -53.00        0.2489
 157  19  133.00  -53.00        0.2204
 158  19  135.00  -53.00        0.2050
 159  19  137.00  -53.00        0.1897
 160  19  139.00  -53.00        0.1738
 161  19  141.00  -53.00        0.1262
 162  19  143.00  -53.00        0.1262
 163  19  145.00  -53.00        0.0476
 164  19  147.00  -53.00        0.0476
 165  19  149.00  -53.00       -0.0149
 166  19  151.00  -53.00       -0.0357
 167  19  153.00  -53.00       -0.0351
 168  19  155.00  -53.00       -0.0344
 169  19  157.00  -53.00        0.0403
 170  19  159.00  -53.00        0.2645
 171  19  161.00  -53.00        0.2645
 172  19  163.00  -53.00       -0.2126
 173  19  165.00  -53.00       -0.2126
 174  19  167.00  -53.00       -0.1999
 175  19  169.00  -53.00       -0.1957
 176  19  171.00  -53.00       -0.2274
 177  19  173.00  -53.00       -0.2591
 178  19  175.00  -53.00       -0.2586
 179  19  177.00  -53.00       -0.2570
 180  19  179.00  -53.00       -0.2570
   1  20 -179.00  -51.00       -0.3823
   2  20 -177.00  -51.00       -0.3823
   3  20 -175.00  -51.00       -0.4230
   4  20 -173.00  -51.00       -0.4366
   5  20 -171.00  -51.00       -0.4005
   6  20 -169.00  -51.00       -0.3644
   7  20 -167.00  -51.00       -0.3003
   8  20 -165.00  -51.00       -0.1080
   9  20 -163.00  -51.00       -0.1080
  10  20 -161.00  -51.00        0.0899
  11  20 -159.00  -51.00        0.0899
  12  20 -157.00  -51.00        0.2050
  13  20 -155.00  -51.00        0.2434
  14  20 -153.00  -51.00        0.3146
  15  20 -151.00  -51.00        0.3858
  16  20 -149.00  -51.00        0.4037
  17  20 -147.00  -51.00        0.4574
  18  20 -145.00  -51.00        0.4574
  19  20 -143.00  -51.00        0.4750
  20  20 -141.00  -51.00        0.4750
  21  20 -139.00  -51.00        0.4783
  22  20 -137.00  -51.00        0.4794
  23  20 -135.00  -51.00        0.4873
  24  20 -133.00  -51.00        0.4951
  25  20 -131.00  -51.00        0.4556
  26  20 -129.00  -51.00        0.3369
  27  20 -127.00  -51.00        0.3369
  28  20 -125.00  -51.00        0.2271
  29  20 -123.00  -51.00        0.2271
  30  20 -121.00  -51.00        0.1457
  31  20 -119.00  -51.00        0.1186
  32  20 -117.00  -51.00        0.1049
  33  20 -115.00  -51.00        0.0912
  34  20 -113.00  -51.00        0.1080
  35  20 -111.00  -51.00        0.1585
  36  20 -109.00  -51.00        0.1585
  37  20 -107.00  -51.00        0.1125
  38  20 -105.00  -51.00        0.1125
  39  20 -103.00  -51.00        0.1145
  40  20 -101.00  -51.00        0.1152
  41  20  -99.00  -51.00        0.0841
  42  20  -97.00  -51.00        0.0531
  43  20  -95.00  -51.00        0.0619
  44  20  -93.00  -51.00        0.0884
  45  20  -91.00  -51.00        0.0884
  46  20  -89.00  -51.00        0.1328
  47  20  -87.00  -51.00        0.1328
  48  20  -85.00  -51.00        0.2299
  49  20  -83.00  -51.00        0.2622
  50  20  -81.00  -51.00        0.2537
  51  20  -79.00  -51.00        0.2453
  52  20  -77.00  -51.00        0.2453
  53  20  -75.00  -51.00     9999.0000
  54  20  -73.00  -51.00     9999.0000
  55  20  -71.00  -51.00        0.8629
  56  20  -69.00  -51.00        0.8629
  57  20  -67.00  -51.00        0.5386
  58  20  -65.00  -51.00        0.4305
  59  20  -63.00  -51.00        0.3932
  60  20  -61.00  -51.00        0.3558
  61  20  -59.00  -51.00        0.3412
  62  20  -57.00  -51.00        0.2971
  63  20  -55.00  -51.00        0.2971
  64  20  -53.00  -51.00        0.3085
  65  20  -51.00  -51.00        0.3085
  66  20  -49.00  -51.00        0.3563
  67  20  -47.00  -51.00        0.3722
  68  20  -45.00  -51.00        0.3633
  69  20  -43.00  -51.00        0.3544
  70  20  -41.00  -51.00        0.3375
  71  20  -39.00  -51.00        0.2867
  72  20  -37.00  -51.00        0.2867
  73  20  -35.00  -51.00        0.1637
  74  20  -33.00  -51.00        0.1637
  75  20  -31.00  -51.00        0.0411
  76  20  -29.00  -51.00        0.0003
  77  20  -27.00  -51.00       -0.0499
  78  20  -25.00  -51.00       -0.1001
  79  20  -23.00  -51.00       -0.0825
  80  20  -21.00  -51.00       -0.0296
  81  20  -19.00  -51.00       -0.0296
  82  20  -17.00  -51.00        0.0471
  83  20  -15.00  -51.00        0.0471
  84  20  -13.00  -51.00        0.0449
  85  20  -11.00  -51.00        0.0441
  86  20   -9.00  -51.00        0.0561
  87  20   -7.00  -51.00        0.0681
  88  20   -5.00  -51.00        0.0695
  89  20   -3.00  -51.00        0.0736
  90  20   -1.00  -51.00        0.0736
  91  20    1.00  -51.00        0.1252
  92  20    3.00  -51.00        0.1252
  93  20    5.00  -51.00        0.1878
  94  20    7.00  -51.00        0.2087
  95  20    9.00  -51.00        0.2625
  96  20   11.00  -51.00        0.3163
  97  20   13.00  -51.00        0.3151
  98  20   15.00  -51.00        0.3117
  99  20   17.00  -51.00        0.3117
 100  20   19.00  -51.00        0.2633
 101  20   21.00  -51.00        0.2633
 102  20   23.00  -51.00        0.2152
 103  20   25.00  -51.00        0.1991
 104  20   27.00  -51.00        0.1827
 105  20   29.00  -51.00        0.1663
 106  20   31.00  -51.00        0.1493
 107  20   33.00  -51.00        0.0982
 108  20   35.00  -51.00        0.0982
 109  20   37.00  -51.00       -0.0574
 110  20   39.00  -51.00       -0.0574
 111  20   41.00  -51.00       -0.0793
 112  20   43.00  -51.00       -0.0866
 113  20   45.00  -51.00       -0.0335
 114  20   47.00  -51.00        0.0196
 115  20   49.00  -51.00        0.0451
 116  20   51.00  -51.00        0.1215
 117  20   53.00  -51.00        0.1215
 118  20   55.00  -51.00        0.1356
 119  20   57.00  -51.00        0.1356
 120  20   59.00  -51.00        0.1431
 121  20   61.00  -51.00        0.1455
 122  20   63.00  -51.00        0.1613
 123  20   65.00  -51.00        0.1771
 124  20   67.00  -51.00        0.1924
 125  20   69.00  -51.00        0.2383
 126  20   71.00  -51.00        0.2383
 127  20   73.00  -51.00        0.3328
 128  20   75.00  -51.00        0.3328
 129  20   77.00  -51.00        0.4342
 130  20   79.00  -51.00        0.4681
 131  20   81.00  -51.00        0.4713
 132  20   83.00  -51.00        0.4746
 133  20   85.00  -51.00        0.4953
 134  20   87.00  -51.00        0.5573
 135  20   89.00  -51.00        0.5573
 136  20   91.00  -51.00        0.6425
 137  20   93.00  -51.00        0.6425
 138  20   95.00  -51.00        0.6910
 139  20   97.00  -51.00        0.7072
 140  20   99.00  -51.00        0.6955
 141  20  101.00  -51.00        0.6838
 142  20  103.00  -51.00        0.6833
 143  20  105.00  -51.00        0.6818
 144  20  107.00  -51.00        0.6818
 145  20  109.00  -51.00        0.6097
 146  20  111.00  -51.00        0.6097
 147  20  113.00  -51.00        0.5451
 148  20  115.00  -51.00        0.5236
 149  20  117.00  -51.00        0.4293
 150  20  119.00  -51.00        0.3350
 151  20  121.00  -51.00        0.3139
 152  20  123.00  -51.00        0.2506
 153  20  125.00  -51.00        0.2506
 154  20  127.00  -51.00        0.3731
 155  20  129.00  -51.00        0.3731
 156  20  131.00  -51.00        0.2910
 157  20  133.00  -51.00        0.2636
 158  20  135.00  -51.00        0.2557
 159  20  137.00  -51.00        0.2478
 160  20  139.00  -51.00        0.2289
 161  20  141.00  -51.00        0.1721
 162  20  143.00  -51.00        0.1721
 163  20  145.00  -51.00        0.1557
 164  20  147.00  -51.00        0.1557
 165  20  149.00  -51.00        0.1059
 166  20  151.00  -51.00        0.0893
 167  20  153.00  -51.00        0.0695
 168  20  155.00  -51.00        0.0497
 169  20  157.00  -51.00        0.0203
 170  20  159.00  -51.00       -0.0677
 171  20  161.00  -51.00       -0.0677
 172  20  163.00  -51.00       -0.1599
 173  20  165.00  -51.00       -0.1599
 174  20  167.00  -51.00       -0.2053
 175  20  169.00  -51.00       -0.2204
 176  20  171.00  -51.00       -0.2451
 177  20  173.00  -51.00       -0.2697
 178  20  175.00  -51.00       -0.2776
 179  20  177.00  -51.00       -0.3013
 180  20  179.00  -51.00       -0.3013
   1  21 -179.00  -49.00       -0.4531
   2  21 -177.00  -49.00       -0.4531
   3  21 -175.00  -49.00       -0.4868
   4  21 -173.00  -49.00       -0.4980
   5  21 -171.00  -49.00       -0.4507
   6  21 -169.00  -49.00       -0.4034
   7  21 -167.00  -49.00       -0.3293
   8  21 -165.00  -49.00       -0.1071
   9  21 -163.00  -49.00       -0.1071
  10  21 -161.00  -49.00        0.1101
  11  21 -159.00  -49.00        0.1101
  12  21 -157.00  -49.00        0.2507
  13  21 -155.00  -49.00        0.2975
  14  21 -153.00  -49.00        0.3768
  15  21 -151.00  -49.00        0.4561
  16  21 -149.00  -49.00        0.4816
  17  21 -147.00  -49.00        0.5581
  18  21 -145.00  -49.00        0.5581
  19  21 -143.00  -49.00        0.5458
  20  21 -141.00  -49.00        0.5458
  21  21 -139.00  -49.00        0.5347
  22  21 -137.00  -49.00        0.5309
  23  21 -135.00  -49.00        0.5295
  24  21 -133.00  -49.00        0.5281
  25  21 -131.00  -49.00        0.4879
  26  21 -129.00  -49.00        0.3672
  27  21 -127.00  -49.00        0.3672
  28  21 -125.00  -49.00        0.2235
  29  21 -123.00  -49.00        0.2235
  30  21 -121.00  -49.00        0.1106
  31  21 -119.00  -49.00        0.0729
  32  21 -117.00  -49.00        0.0511
  33  21 -115.00  -49.00        0.0292
  34  21 -113.00  -49.00        0.0429
